Time State
8.44706 0
8.54841 0
8.6483 0
8.948 0
8.95392 0
8.95937 0
9.05145 0
9.1502 0
9.25296 0
9.35149 0
9.45235 0
9.60412 0
9.65619 0
9.75519 0
9.85926 0
10.015 0
10.0577 0
10.5207 0
10.5285 0
10.5379 0
10.5466 0
10.5655 0
10.6667 0
10.7652 0
11.0686 0
11.0759 0
11.0844 0
11.225 0
11.2685 0
11.371 0
11.4764 0
11.7218 0
11.7295 0
11.7719 0
11.9273 0
12.0274 0
12.0847 0
12.1802 0
12.2789 0
12.3776 0
12.4824 0
12.6809 0
12.6912 0
12.7843 0
12.9336 0
12.9828 0
13.0863 0
13.1875 0
13.2852 0
13.3894 0
13.4905 0
13.5885 0
13.7421 0
13.7916 0
13.8911 0
13.9918 0
14.0918 0
14.1921 0
14.2953 0
14.3967 0
14.4939 0
14.5955 0
14.7502 0
14.8479 0
14.9004 0
15.0001 0
15.1531 0
15.2091 0
15.5347 0
15.8448 0
16.4046 0
16.445 0
16.4812 0
16.5102 0
16.5255 0
16.7089 0
16.7199 0
16.734 0
16.7464 0
16.7885 0
17.0405 0
17.0568 0
17.0903 0
17.1844 0
17.2831 0
17.4346 0
17.4858 0
17.6368 0
17.6881 0
17.9371 0
17.9469 0
18.0366 0
18.1366 0
18.2402 0
18.2888 0
18.4387 0
18.4932 0
18.5924 0
18.6945 0
18.7966 0
18.8946 0
18.9919 0
19.0956 0
19.1978 0
19.2993 0
19.3949 0
19.4997 0
19.6024 0
19.6995 0
19.7998 0
19.8997 0
20.0024 0
20.1031 0
20.3071 0
20.3653 0
20.508 0
20.5166 0
20.8124 0
20.8204 0
20.8649 0
20.9128 0
21.06 0
21.1176 0
21.2134 0
21.3122 0
21.4154 0
21.7691 0
21.7779 0
21.793 0
21.8671 0
21.9197 0
22.0186 0
22.1683 0
22.2749 0
22.3233 0
22.4235 0
22.5248 0
22.6266 0
22.7242 0
22.8275 0
22.9783 0
23.1277 0
23.1355 0
23.2834 0
23.3815 0
23.4312 0
23.5306 0
23.6335 0
23.7373 0
23.8328 0
23.9865 0
24.0412 0
24.1895 0
24.2385 0
24.6123 0
24.6287 0
24.6424 0
24.6804 0
24.7683 0
24.868 0
24.968 0
25.0731 0
25.22 0
25.2718 0
25.37 0
25.4707 0
25.5789 0
25.6757 0
25.7774 0
25.882 0
25.981 0
26.0825 0
26.1814 0
26.2825 0
26.5323 0
26.5414 0
26.636 0
26.6901 0
26.7889 0
26.9369 0
27.038 0
27.1912 0
27.207 0
27.3015 0
27.3992 0
27.4998 0
27.904 0
27.9168 0
27.9254 0
27.9358 0
28.0023 0
28.0982 0
28.4089 0
28.4154 0
28.4205 0
28.501 0
28.6022 0
28.8119 2
29.0148 3
29.0287 3
29.0438 1
29.1177 3
29.2191 3
29.3166 3
29.4171 3
29.5713 3
29.8128 3
29.9085 3
29.9538 3
30.0536 3
30.1613 3
30.2589 3
30.3578 1
30.514 3
30.565 3
30.6674 3
30.7674 1
30.8632 0
30.9654 2
31.0656 3
31.1679 1
31.317 0
31.3756 0
31.5226 0
31.5754 0
31.6694 0
31.8247 0
31.8762 0
31.9747 0
32.1215 0
32.1766 0
32.276 0
32.3772 0
32.4769 0
32.5791 0
32.6789 0
32.781 0
32.8818 0
32.9859 0
33.1366 0
33.1935 0
33.3369 0
33.3924 0
33.4945 0
33.6421 0
33.6907 0
33.7943 0
33.8992 0
34.0429 0
34.1426 0
34.1983 0
34.2966 2
34.394 3
34.6005 1
34.6103 1
34.7002 3
34.8473 1
34.9012 3
34.9987 1
35.1075 3
35.2032 1
35.3035 0
35.4606 2
35.5092 0
35.6053 0
35.7132 0
35.811 0
35.9594 0
36.0092 0
36.1139 0
36.2651 0
36.3185 0
36.47 0
36.5628 0
