Time X Y Z Roll Pitch Yaw
8.44987 -0.00294051 0.000685906 0.139233 0.000378065 0.00816333 -3.14142
8.45375 -0.00299296 0.000702067 0.142266 0.000356209 0.00811107 -3.14141
8.45834 -0.00304554 0.000718288 0.145326 0.000334806 0.00805583 -3.14141
8.46214 -0.00309825 0.000734549 0.148411 0.000313714 0.00799814 -3.14141
8.46587 -0.00315108 0.00075085 0.15152 0.000294046 0.00793848 -3.14142
8.4698 -0.003204 0.000767221 0.154653 0.000275337 0.0078783 -3.14142
8.47449 -0.00325701 0.000783662 0.157809 0.000257063 0.00781717 -3.14142
8.47824 -0.00331009 0.000800145 0.160986 0.000239161 0.00775514 -3.14142
8.49641 -0.00352271 0.000866491 0.173887 0.000167133 0.00750473 -3.14142
8.49886 -0.00357593 0.000883169 0.177159 0.000149847 0.00744066 -3.14143
8.50244 -0.00362981 0.00089985 0.180446 0.000132031 0.00742304 -3.14143
8.50671 -0.00368424 0.00091653 0.18375 0.000114533 0.007404 -3.14143
8.5103 -0.00373778 0.000933212 0.187067 9.79928e-05 0.00733574 -3.14143
8.51418 -0.00379032 0.000949889 0.190399 8.04272e-05 0.0072643 -3.14143
8.51826 -0.00384248 0.000966556 0.193743 6.35469e-05 0.00718778 -3.14143
8.52274 -0.00389426 0.000983234 0.197099 4.74232e-05 0.00710608 -3.14143
8.52647 -0.00394505 0.000999938 0.200467 3.13307e-05 0.00699197 -3.14143
8.53038 -0.00399491 0.00101666 0.203845 1.54816e-05 0.00687697 -3.14143
8.53644 -0.0040452 0.00103341 0.207233 -5.58598e-07 0.00679251 -3.14143
8.54051 -0.00409602 0.00105015 0.210631 -1.71088e-05 0.00671143 -3.14144
8.54292 -0.00414745 0.00106686 0.214037 -3.4241e-05 0.00669456 -3.14144
8.54667 -0.00527437 0.000373402 0.219629 -5.05602e-05 0.00668013 -3.14144
8.5506 -0.00532793 0.000388147 0.223056 -6.54708e-05 0.0066072 -3.14144
8.55497 -0.0053804 0.000402848 0.22649 -8.06792e-05 0.00653449 -3.14144
8.55885 -0.00543238 0.000417502 0.22993 -9.60581e-05 0.00645789 -3.14144
8.5626 -0.00548387 0.000432111 0.233375 -0.000110327 0.00637544 -3.14144
