Time X Y Z Roll Pitch Yaw
0.0442857 8.4429e-06 1.75266e-06 0.299436 -6.57708e-06 1.76361e-05 4.95742e-06
0.0775726 8.44335e-06 1.75554e-06 0.299456 -6.58667e-06 1.76376e-05 4.95742e-06
0.0958219 8.44381e-06 1.75841e-06 0.299476 -6.59626e-06 1.76392e-05 4.95742e-06
0.115143 8.44426e-06 1.76129e-06 0.299496 -6.60585e-06 1.76407e-05 4.95742e-06
0.13735 8.44472e-06 1.76417e-06 0.299515 -6.61544e-06 1.76422e-05 4.95742e-06
0.155646 8.44517e-06 1.76705e-06 0.299535 -6.62504e-06 1.76437e-05 4.95742e-06
0.182623 8.44563e-06 1.76992e-06 0.299555 -6.63463e-06 1.76452e-05 4.95742e-06
0.200071 8.44608e-06 1.7728e-06 0.299575 -6.64422e-06 1.76467e-05 4.95742e-06
0.220659 8.44653e-06 1.77568e-06 0.299595 -6.65381e-06 1.76482e-05 4.95742e-06
0.243306 8.3234e-06 1.73246e-06 0.299615 -6.50976e-06 1.72378e-05 4.95742e-06
0.260543 8.0704e-06 1.63957e-06 0.299634 -6.20013e-06 1.63945e-05 4.95743e-06
0.285855 7.8298e-06 1.55123e-06 0.299652 -5.90566e-06 1.55924e-05 4.95744e-06
0.300814 7.60098e-06 1.46722e-06 0.299669 -5.62563e-06 1.48297e-05 4.95744e-06
0.320797 7.38339e-06 1.38733e-06 0.299686 -5.35932e-06 1.41044e-05 4.95745e-06
0.342059 7.17645e-06 1.31135e-06 0.299701 -5.10607e-06 1.34147e-05 4.95745e-06
0.360937 6.97966e-06 1.23909e-06 0.299716 -4.86523e-06 1.27587e-05 4.95746e-06
0.382173 6.79252e-06 1.17038e-06 0.29973 -4.63619e-06 1.21349e-05 4.95746e-06
0.401097 6.61454e-06 1.10504e-06 0.299743 -4.41837e-06 1.15416e-05 4.95747e-06
0.421101 6.44529e-06 1.04289e-06 0.299756 -4.21123e-06 1.09774e-05 4.95747e-06
0.441996 6.28433e-06 9.83796e-07 0.299768 -4.01425e-06 1.04409e-05 4.95747e-06
0.461758 6.13127e-06 9.27595e-07 0.299779 -3.82691e-06 9.9307e-06 4.95748e-06
0.483211 5.9857e-06 8.74149e-07 0.29979 -3.64876e-06 9.44548e-06 4.95748e-06
0.501856 5.84727e-06 8.23322e-07 0.299801 -3.47934e-06 8.98404e-06 4.95748e-06
0.521901 5.71562e-06 7.74986e-07 0.29981 -3.31823e-06 8.54522e-06 4.95748e-06
