Time State
8.2985 0
8.39501 0
8.54286 0
8.6435 0
8.79655 0
8.80055 0
8.89407 0
8.99546 0
9.09586 0
9.19685 0
9.40022 0
9.40616 0
9.50086 0
9.5989 0
9.70112 0
9.9026 0
9.90926 0
10.0054 0
10.1078 0
10.2588 0
10.3131 0
10.4588 0
10.5117 0
10.6634 0
10.7113 0
10.8652 0
10.9125 0
11.1644 0
11.1768 0
11.2238 0
11.4184 0
11.4256 0
11.5193 0
11.6225 0
11.7185 0
11.8726 0
11.9236 0
12.0209 0
12.1263 0
12.2235 0
12.3272 0
12.4243 0
12.5756 0
12.6272 0
12.7302 0
12.8306 0
12.9278 0
13.0326 0
13.1826 0
13.3315 0
13.3396 0
13.4332 0
13.5363 0
13.6859 0
13.7412 0
13.8885 0
13.9399 0
14.0365 0
14.2924 0
14.3026 0
14.3436 0
14.4919 0
14.6412 0
14.6502 0
14.7428 0
14.8434 0
14.947 0
15.0446 0
15.1536 0
15.4695 0
15.5055 0
15.7337 0
15.785 0
15.814 0
16.2262 0
16.4871 0
16.5966 0
16.6249 0
16.7778 0
16.7887 0
16.8009 0
16.8147 0
16.8264 0
16.8772 0
16.9222 0
17.0213 0
17.1199 0
17.2837 0
17.3802 0
17.6248 0
17.6358 0
17.6745 0
17.7754 0
17.8735 0
17.9729 0
18.1762 0
18.2274 0
18.277 0
18.3779 0
18.6793 0
18.6903 0
18.732 0
18.7835 0
18.8804 0
18.9784 0
19.1801 0
19.1879 0
19.2802 0
19.3846 0
19.4836 0
19.5842 0
19.7878 0
19.7998 0
19.8874 0
19.9888 0
20.0871 0
20.2937 0
20.3061 0
20.497 0
20.5052 0
20.5944 0
20.8444 0
20.8555 0
20.8987 0
20.9955 0
21.0954 0
21.201 0
21.2995 0
21.659 0
21.6682 0
21.8543 0
21.8697 0
21.8813 0
22.0552 0
22.0658 0
22.1078 0
22.2076 0
22.309 0
22.4099 0
22.5101 0
22.6072 0
22.7137 0
22.8088 0
22.9123 0
23.0131 0
23.1141 0
23.2147 0
23.3146 0
23.4211 0
23.5174 0
23.6198 0
23.7736 0
23.8201 0
23.9178 0
24.0204 0
24.1242 0
24.222 0
24.3714 0
24.4779 0
24.5249 0
24.7284 0
24.8803 0
24.8866 0
24.9311 0
25.0838 0
25.1314 0
25.2322 0
25.3367 0
25.4894 0
25.5347 0
25.6391 0
25.8881 0
25.8942 0
25.9382 0
26.038 0
26.1398 0
26.239 0
26.4403 0
26.5018 0
26.5908 0
26.6935 0
26.7446 0
26.8439 0
26.9446 0
27.0467 0
27.1462 0
27.4062 0
27.4135 0
27.5594 0
27.6111 0
27.6579 0
27.7586 0
27.8534 0
27.952 0
28.0545 0
28.1543 0
28.3571 0
28.3637 0
28.5577 0
28.5623 0
28.7596 0
28.7645 0
28.9118 0
28.9723 0
29.0671 0
29.168 0
29.3728 0
29.3815 0
29.4697 0
29.5679 0
29.7143 0
29.8153 0
29.9218 0
29.969 0
30.069 0
30.1728 0
30.2715 0
30.5766 0
30.5822 0
30.5901 0
30.6757 0
30.7773 0
30.8819 2
31.0318 0
31.0883 2
31.19 0
31.2882 2
31.5369 0
31.6324 0
31.7377 0
31.8356 2
31.9356 2
32.2422 0
32.2531 0
32.2654 2
32.3959 2
32.4469 2
32.5441 2
32.6429 0
32.8006 2
32.8485 2
32.9496 2
33.051 2
33.2099 2
33.3128 2
33.358 2
33.4519 2
33.6065 2
33.6581 2
33.76 2
33.9049 3
33.9603 3
34.064 3
34.1626 3
34.2611 3
34.3608 3
34.461 3
34.5625 3
34.6639 3
34.7625 3
34.8658 3
34.965 3
35.0655 3
35.1682 3
35.273 3
35.4226 3
35.4734 3
35.5794 3
35.6767 3
35.9236 3
35.9446 3
35.9767 3
36.1305 3
36.2845 3
36.3794 3
36.3932 3
36.5296 3
36.6338 1
36.6851 1
36.7821 1
36.9353 3
37.0375 3
37.0892 1
37.1847 1
37.2885 1
37.3909 1
37.4887 3
37.5937 3
37.9444 1
37.9577 1
37.9752 1
38.0005 1
38.0982 3
38.2051 1
38.3011 1
38.682 1
38.7559 1
38.849 1
38.9443 1
39.0467 1
39.2028 1
39.307 0
39.3576 0
39.4497 0
39.5607 0
39.7633 0
39.7843 0
39.9103 0
39.9561 0
40.0588 2
40.1576 0
40.2593 0
40.3599 0
40.4586 0
40.5632 0
40.669 0
40.772 0
40.875 0
40.9711 0
41.0788 2
41.3709 0
41.3872 0
41.4265 2
41.471 2
41.5766 2
41.7297 2
41.7843 2
41.9309 2
41.9882 2
42.0839 2
42.2403 2
42.5451 3
42.5709 1
42.5929 1
42.6204 1
42.6874 1
42.8343 1
42.8931 3
42.9857 1
43.0866 1
43.1861 1
43.3412 1
43.3939 1
43.5451 1
43.7449 1
43.765 1
43.8124 1
43.8942 1
43.9958 0
44.1054 0
44.2045 0
44.2986 0
44.4026 0
44.4985 0
44.6485 0
44.7621 0
44.809 2
44.9551 0
45.0169 2
45.2172 0
45.2376 0
45.3138 0
45.4136 0
45.5091 0
45.804 0
45.8498 2
46.0049 0
46.0575 0
46.1482 0
46.3019 0
46.3532 0
46.458 0
46.6052 0
46.654 0
46.7539 0
47.0177 0
47.0332 0
47.0617 0
47.1576 0
47.2599 0
47.4234 0
47.4666 0
47.5612 0
47.665 0
47.7691 0
47.8685 0
47.9645 0
48.0664 0
48.1727 0
48.2685 0
48.3695 0
48.4744 0
48.6207 0
48.6801 0
48.7759 0
48.9251 0
48.977 0
49.0793 0
49.1781 0
49.284 0
49.3794 0
49.4779 0
49.5782 0
49.6799 0
49.7832 0
49.8841 0
49.9817 0
50.0824 0
50.1827 0
50.3346 0
50.3855 0
50.4862 0
50.5887 0
50.7408 0
50.8033 2
50.9506 0
50.9964 2
51.1465 0
51.2626 0
51.3115 2
51.402 0
51.5573 2
51.6068 2
51.7059 2
51.8096 0
51.9082 2
52 2
52.1048 2
52.2051 2
52.3554 2
52.4081 2
52.5046 2
52.6607 2
52.715 2
52.9828 3
53.083 3
53.19 3
53.2865 3
53.4432 3
53.5412 3
53.5891 3
53.8923 3
53.9143 3
53.9409 3
54.0001 3
54.0953 3
54.1986 3
54.2935 3
54.5818 3
54.6373 3
54.7857 3
54.8469 3
54.8889 3
54.9908 3
55.0904 3
55.1907 3
55.4929 3
55.5091 3
55.6026 3
55.6182 3
55.6942 3
55.8536 3
55.9002 1
56.0046 3
56.1042 3
56.2021 3
56.3617 3
56.4089 3
56.5111 3
56.6126 3
56.7647 3
56.9634 3
57.0663 3
57.0947 3
57.1154 3
57.2223 3
57.3189 3
57.4245 3
57.5236 3
57.7194 1
57.7527 3
57.9334 3
57.9638 1
58.0868 1
58.1271 1
58.2937 3
58.3702 1
58.4322 3
58.5295 3
58.627 3
58.7245 3
58.8843 3
58.9289 3
59.0784 3
59.1374 3
59.389 3
59.409 3
59.4355 3
59.5322 3
59.6381 3
59.7398 3
59.9748 3
60.0775 3
60.1797 3
60.2783 3
60.3788 3
60.4806 3
60.5888 3
60.6831 3
60.8347 3
60.8859 3
60.9805 3
61.0866 3
61.1829 3
61.2865 3
61.3858 3
61.4874 3
61.5914 3
61.6942 3
61.8463 3
61.892 3
61.9957 3
62.0965 3
62.2472 3
62.2981 3
62.3974 3
62.4952 3
62.7529 3
62.7738 3
62.8025 3
62.9049 3
63.0055 3
63.1056 3
63.2027 3
63.3048 3
63.5608 3
63.7562 3
63.7759 3
63.7959 3
63.9064 3
63.927 3
64.0128 3
64.1147 3
64.4746 3
64.5013 3
64.6094 3
64.6351 3
64.6564 3
64.8969 3
64.9193 3
64.9458 3
65.0433 3
65.1552 3
65.2487 3
65.4011 3
65.5072 1
65.5604 3
65.6501 3
65.7543 3
65.9086 3
65.9567 1
66.0594 3
66.2049 1
66.2602 3
66.423 1
66.46 1
66.7633 1
66.7915 3
66.8173 3
66.9925 1
67.1013 3
67.2008 1
67.3605 3
67.5092 1
67.5412 1
67.6109 1
67.7694 3
67.965 1
68.1159 3
68.1484 1
68.1825 1
68.2252 1
68.382 3
68.4221 1
68.571 1
68.617 1
68.7641 1
69.0698 1
69.0945 1
69.1142 1
69.1352 1
69.2771 1
69.3278 1
69.4247 0
69.5245 0
69.6245 0
69.7266 2
