Time State
8.25509 0
8.50908 0
8.55779 0
8.56228 0
8.65986 0
8.81092 0
8.86316 0
8.95862 0
9.06409 0
9.2172 0
9.26316 0
9.42073 0
9.51508 0
9.56541 0
9.71576 0
9.77 0
9.86987 0
9.97861 0
10.0738 0
10.1749 0
10.2707 0
10.3738 0
10.476 0
10.5811 0
10.7322 0
10.7786 0
10.8808 0
10.9794 0
11.0829 0
11.2335 0
11.2916 0
11.489 0
11.5364 0
11.6855 0
11.694 0
11.7862 0
11.9401 0
11.9899 0
12.0918 0
12.1915 0
12.2928 0
12.3946 0
12.4956 0
12.5948 0
12.7485 0
12.795 0
12.8958 0
12.9975 0
13.1038 0
13.2005 0
13.3009 0
13.4527 0
13.5021 0
13.6018 0
13.7061 0
13.8094 0
13.9062 0
14.0076 0
14.108 0
14.4112 0
14.4196 0
14.4289 0
14.5086 0
14.6098 0
14.7134 0
14.8145 0
14.9154 0
15.0152 0
15.117 0
15.5902 0
15.6287 0
15.8545 0
15.871 0
16.2497 0
16.2935 0
16.4167 0
16.4536 0
16.704 0
16.7162 0
16.7271 0
16.7422 0
16.754 0
16.765 0
16.8423 0
16.9631 0
17.1008 0
17.2415 0
17.3405 0
17.3869 0
17.487 0
17.5882 0
17.6922 0
17.7889 0
17.8852 0
17.9869 0
18.0874 0
18.2437 0
18.2891 0
18.438 0
18.4918 0
18.5933 0
18.7968 0
18.8093 0
18.8979 0
18.9951 0
19.1963 0
19.206 0
19.4026 0
19.4497 0
19.5002 0
19.6005 0
19.7018 0
19.851 0
19.9064 0
20.0114 0
20.1047 0
20.2587 0
20.4574 0
20.4707 0
20.6122 0
20.912 0
20.9197 0
20.9286 0
20.9394 0
21.0111 0
21.1155 0
21.215 0
21.3696 0
21.4629 0
21.517 0
21.6147 0
21.7213 0
21.8163 0
21.9244 0
22.0209 0
22.1202 0
22.2236 0
22.322 0
22.4219 0
22.5243 0
22.628 0
22.7266 0
22.8266 0
22.9293 0
23.0278 0
23.1283 0
23.2272 0
23.3868 0
23.4806 0
23.5893 0
23.6364 0
23.8321 0
23.8386 0
23.9377 0
24.0375 0
24.1363 0
24.2372 0
24.3391 0
24.4388 0
24.5397 0
24.6397 0
24.7438 0
24.8468 0
24.9446 0
25.1508 0
25.1564 0
25.2967 0
25.3476 0
25.449 0
25.6036 0
25.6505 0
25.7518 0
25.8534 0
25.9541 0
26.1128 0
26.2572 0
26.2631 0
26.3587 0
26.4606 0
26.5606 0
26.7633 0
26.7693 0
26.862 0
26.9633 0
27.0647 0
27.1702 0
27.2754 0
27.374 0
27.5212 0
27.6694 0
27.6771 0
27.7764 0
27.8717 0
27.9719 0
28.073 0
28.1784 0
28.2791 0
28.3757 0
28.4799 0
28.5781 0
28.6797 0
28.8322 0
28.8942 2
28.9978 3
29.1962 3
29.296 3
29.3038 3
29.3916 3
29.4941 3
29.5991 3
29.6912 3
29.7926 3
29.8929 3
29.9954 3
30.1435 3
30.2005 3
30.3007 3
30.3989 3
30.498 3
30.603 3
30.7064 3
30.8105 1
30.9119 3
31.0068 3
31.3552 3
31.4176 3
31.6117 1
31.6213 1
31.6732 3
31.7603 1
31.8617 3
31.9646 1
32.0671 0
32.2126 0
32.2713 0
32.3653 0
32.4654 0
32.6168 0
32.8215 2
32.833 0
32.92 0
33.0269 2
33.0759 0
33.1751 2
33.2782 3
33.3745 1
33.526 0
33.6277 0
33.6782 0
33.7794 0
33.8787 0
33.9807 0
34.082 0
34.1811 0
34.2838 0
34.3825 0
34.4841 0
34.5897 0
34.6859 0
34.7911 0
34.888 0
34.9899 0
35.09 0
35.1922 0
35.3446 2
35.3934 0
35.4935 0
35.644 0
35.7509 0
35.7965 0
35.8985 2
36.0009 0
36.1027 0
36.2104 0
36.3055 0
36.4064 0
36.5022 0
36.6051 0
36.7076 0
36.8075 2
36.9118 0
37.0565 0
37.1132 0
37.2637 0
37.3125 0
37.411 0
37.5164 0
37.6169 0
37.7124 0
37.8156 0
37.9162 0
38.0172 0
38.1176 0
38.2195 0
38.3691 0
38.4205 0
38.5233 2
38.6284 3
38.7226 1
38.9102 0
38.9592 0
39.0542 0
39.201 0
39.2976 0
39.3587 0
39.513 0
39.5673 0
39.851 0
39.9006 0
40.0002 0
40.0995 0
40.3014 0
40.3584 0
40.4041 2
40.5064 0
40.6062 2
40.7051 0
40.8117 0
40.9092 0
41.0142 2
41.1214 3
41.2164 1
41.3158 3
41.424 3
41.5163 1
41.779 0
41.9209 0
41.936 0
41.9812 0
42.0288 0
42.1228 0
42.2217 0
42.3245 2
42.5238 0
42.6768 0
42.6885 0
