Time LX LY LZ
44.8171 24990 98562.6 88980.4
44.9108 24934.1 98767.4 89077.2
45.0141 24871.2 98999.1 89179.3
45.2151 24804.6 99256.1 89290.3
45.2275 24735.8 99536.9 89407.7
45.4757 24665 99839.4 89532.3
45.5737 24588.3 100188 89674.8
45.5828 24507.7 100579 89833.9
45.6239 24425.6 101008 90010.9
45.7227 24343.6 101467 90201.5
45.8293 24261.7 101953 90402.8
45.9298 24182.8 102459 90616.3
46.033 24107.6 102976 90832.8
46.1342 24036.8 103509 91058.7
46.2926 23971.2 104054 91293.7
46.333 23909.5 104612 91534.9
46.4339 23849.9 105208 91793.7
46.6375 22565 78024.3 71178.9
46.6982 21818.3 61398 63523.8
46.7854 557.861 249.368 3094.21
46.8469 689.192 237.434 4192.68
46.9426 23242.4 67816.3 65585
47.0436 23144.5 68164 65842.5
47.1926 21683.5 52092.7 57889.7
47.2997 517.889 228.791 3707.97
47.5034 21861.3 53637.8 59362.9
47.5151 21751.4 54027.3 59478.5
47.6007 21646.7 54446.3 59609.1
47.714 21550.7 54902 59754.5
48.0022 21465.9 55389.8 59915.9
48.0175 21393.6 55908.9 60095.9
48.0359 18792 37493.2 50956.8
48.3588 13045.2 21329 36868.6
48.4601 12811.5 21400.4 36778.7
48.4716 12580.6 21482.7 36695.8
48.4825 12348.9 21576.2 36613.7
48.5035 369.452 1876.44 3855.91
48.5714 21069.3 53381.9 59903.8
48.7211 20981.6 53775.2 60026.7
48.7793 355.58 1817.4 3928.78
48.8753 23115.8 51213.4 58491
48.972 20288.9 42531.9 52527.8
49.0747 20246.9 42893.9 52646.5
49.1811 11564.2 34917.6 44520.8
49.2791 11330.7 35205.1 44599.9
49.4339 11104.7 35498.4 44693
49.4782 569.285 231.165 3760.72
49.6421 827.114 251.027 4545.59
49.7304 12042.9 39043.5 48572.5
50.0353 11784 39426.8 48793.2
50.048 11531.2 39832.3 49070.5
50.0591 11286.4 40254.1 49411.9
50.1825 11051.5 40684.9 49810.9
50.1928 10655.3 40988.2 50043.4
50.301 1137.31 257.268 6246.53
50.541 440.17 203.416 1589.87
50.5593 356.238 2312.65 4969.31
50.592 9481.3 25235 39885.3
50.6991 541.957 232.484 2547.32
50.8485 568.823 250.294 2715.19
50.8987 10798.1 5386.4 29837
50.9944 10387.4 5317.88 29437.1
51.2061 390.168 698.634 3785.78
51.2559 385.844 735.01 3884.63
51.3062 10177.4 5643.48 30283.4
51.455 9814.98 5568.13 29898
51.6052 9213.71 5445.7 28919
51.6217 449.03 212.3 1816.06
51.7102 484.322 247.367 1930.28
51.8173 9624.16 5557.89 30571.1
51.9121 1042.03 249.125 5037.23
52.0217 1501.48 277.621 6500.94
52.1167 11659.5 6109.25 33778.7
52.2238 826.701 290.64 3449.61
52.3183 11208.3 6061.71 33313.3
52.4238 10698.9 5959.4 32730.3
52.5229 1012.25 262.185 4311.02
52.6751 498.761 252.41 2481.13
52.9301 387.065 820.337 3532.49
52.9529 385.368 802.815 3388.95
52.9741 12669.8 6828.03 37610.1
53.0868 934.74 268.803 3581.42
53.1887 973.568 271.412 5370.14
53.244 12332.1 6578.33 37317.4
53.3356 11716.9 6449.06 36610.9
53.4397 10808.6 6279.8 35538.9
53.5467 840.159 280.725 4481.69
53.6431 1591.29 279.763 5425.77
53.8449 5018.23 1542.61 5018.23
53.9565 301.265 806.415 2630.8
53.9807 1190.92 251.382 5064.18
54.1056 381.307 724.188 2690.83
54.1605 867.868 272.54 3814.15
54.303 370.283 449.516 480.658
54.409 359.621 867.555 896.869
54.4558 1785.53 265.568 5712.04
54.5592 366.248 741.366 770.444
54.7045 577.401 1283.13 3653.65
54.7661 1482.53 256.903 5081.85
54.8639 615.138 1317.45 4197.48
54.9583 525.076 1048.26 2283.83
55.0551 516.828 1031.36 2237.32
55.1611 508.992 1015.23 2192.6
55.3288 268.059 1447.63 4324.09
55.3767 936.879 258.186 3495
55.4663 2838.95 546.195 13825.6
55.574 1217.31 1217.31 3529.27
55.7791 2748.22 469.188 14324.8
55.8103 1607.07 267.479 4764.92
55.9474 2347.14 423.038 12259.3
56.0411 1955.8 390.11 9992.96
56.2304 1301.15 273.334 3911.29
56.3293 279.095 926.715 2744.2
56.4945 831.863 228.01 4209.78
56.5293 1347.73 199.68 5862.12
56.6404 1912.65 411.746 11603.5
56.7842 1254.42 209.777 4420.07
56.8427 1670.29 211.607 6203.46
56.9365 2116.9 413.813 12999.6
57.0398 2153.6 418.222 13137.8
57.1361 2200.92 424.243 13307
57.2937 2227.74 438.501 13071.9
57.4066 1114.91 237.848 3234.04
57.4474 3479.15 801.462 15804.5
57.5998 940.911 262.723 3135.9
57.7104 1231.39 212.577 6638.94
57.7596 975.59 217.442 3778.76
57.8577 6824.47 1684.36 25263.9
57.957 6474.65 1663.81 24269.5
58.0594 6484.3 1667.2 24298.9
58.16 6467.3 1665.87 24283.9
58.2587 947.315 211.169 3618.43
58.3641 6750.53 1658.75 25194.1
58.4618 6004.49 1595.36 23134
58.6254 5898.84 1577.34 22965.2
58.669 5792.61 1558.92 22793.5
58.8168 5677.68 1538.63 22604.8
58.8671 5556.41 1516.73 22402.6
58.9747 5433.14 1493.86 22193.8
59.0712 5312 1470.88 21984.5
59.1795 350.341 11041.6 41388.5
59.3253 5341.92 1416.94 22533.2
59.4761 5231.79 1396.61 22337.4
59.528 4854.46 1379.77 21163.6
59.7856 376.228 2397.8 3186.42
59.8119 4691.15 1345.84 20855.7
59.8421 4621.69 1331.32 20723.6
59.9342 4560.59 1318.45 20605.8
59.9853 4507.44 1306.94 20501.5
60.1396 4411.52 1289.17 19964.9
60.196 4379.99 1281.8 19900.8
60.2894 4333.09 1203.05 19615.8
60.3922 1196.09 216.369 3853.31
60.5084 1074.24 254.771 3289.33
60.5929 1494.07 251.038 5427.15
60.7054 532.574 185.681 2113.07
60.8599 512.466 179.634 2501.56
60.9085 4518.48 1352.93 20582.8
61.0047 4539.75 1357.42 20625.8
61.1042 4565.88 1363 20678.7
61.2033 1163.82 214.606 6258.23
61.3082 685.861 257.307 2878.19
61.4612 5086.48 1470.94 22183.7
61.5621 5124.7 1479.43 22255
61.6176 2031.95 230.367 7539.5
61.7204 535.11 186.605 2739.47
61.8151 5493.04 1566.45 23298.9
61.9149 4443.27 1285.98 21686.2
62.0202 416.882 123.787 1800.71
62.176 4490.11 1304.18 21786.9
62.2238 4484.06 1264.47 21568.7
62.3223 384.481 65.464 1004.3
62.4812 357.758 742.355 826.384
62.6899 405.599 92.1137 1365.48
62.7299 353.891 1186.24 1527.21
62.7671 472.909 162.958 2338.75
62.8405 391.361 67.949 1068.86
63.082 4736.64 1476.83 22523.4
63.1805 4735.33 1476.56 22535.1
63.3398 4728.19 1474.93 22528.5
63.4491 4639.96 1468.14 22219.5
63.4913 4621.37 1461.89 22189
63.5926 473.512 128.049 2169.99
63.6944 4637.72 1452.77 22376.8
63.9491 4595.4 1442.28 22295.8
63.9728 4544.95 1429.76 22197.3
64.0536 4478.26 1413.18 22060.5
64.107 4380.61 1388.92 21851.1
64.2045 4256.35 1357.82 21571.3
64.3095 282.76 3925.46 14087.9
64.4045 3947.76 1279.36 20835.7
64.609 3774.33 1234.42 20399.3
64.7084 3529.57 1145.34 19593.5
64.738 3352.13 1096.67 19108
64.8145 3115.54 986.744 18382.9
64.9096 2949.05 942.691 17888.6
65.0127 2789.17 899.278 17394.4
65.1133 2635.3 857.065 16901
65.2153 2490.54 817.033 16419.9
